,uri,artist,album,name,duration_s,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre
788,spotify:track:4HG1YiGBseVKzjyKcmAJen,Drake,Scorpion,Summer Games,247.893,False,0.477,0.775,0.482,0.0456,0.11,-11.269,0.0357,136.016,0.134,62,hiphop
789,spotify:track:4c2xt1trwYZpMqPWY35Xi9,Drake,Scorpion,Jaded,262.453,True,0.037000000000000005,0.7659999999999999,0.271,0.0,0.175,-5.697,0.0412,116.02,0.0371,67,hiphop
790,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,Drake,Scorpion,Nice For What,210.746,True,0.0891,0.586,0.909,0.000109,0.119,-6.474,0.0705,93.394,0.757,79,hiphop
791,spotify:track:2WP8G2pdddDmnh1xbfKBOI,Drake,Scorpion,Finesse,182.08,False,0.133,0.807,0.32,0.000328,0.101,-8.152000000000001,0.0582,94.99,0.298,71,hiphop
792,spotify:track:4SUwJA3eUVNHExxMPEUhQe,Drake,Scorpion,Ratchet Happy Birthday,207.306,True,0.106,0.657,0.5710000000000001,0.00121,0.0735,-12.519,0.14,167.96099999999996,0.626,58,hiphop
793,spotify:track:41a7dZcq30Ss5kPMayWRV0,Drake,Scorpion,That’s How You Feel,157.605,True,0.117,0.85,0.473,0.0105,0.108,-5.747000000000001,0.209,85.454,0.38,64,hiphop
794,spotify:track:4n1bdaKwynQndm47x5HqWX,Drake,Scorpion,Blue Tint,162.8,True,0.013,0.888,0.3720000000000001,0.0,0.184,-10.254,0.358,133.998,0.123,65,hiphop
795,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,Drake,Scorpion,In My Feelings,217.925,True,0.0589,0.835,0.626,6e-05,0.396,-5.832999999999998,0.125,91.03,0.35,81,hiphop
796,spotify:track:6G8kHiVZ1jW7vHMPVRNZU0,Drake,Scorpion,Don’t Matter To Me,245.786,False,0.493,0.826,0.318,0.0131,0.11,-12.390999999999998,0.0574,103.002,0.138,73,hiphop
797,spotify:track:3mvYQKm8h6M5K5h0nVPY9S,Drake,Scorpion,After Dark,289.56,True,0.0414,0.6859999999999999,0.428,0.0,0.138,-13.072,0.192,141.95,0.329,62,hiphop
798,spotify:track:44Du2IM1bGY7dicmLfXbUs,Drake,Scorpion,Final Fantasy,219.96,True,0.422,0.5,0.448,8.03e-06,0.115,-10.977,0.442,144.204,0.104,61,hiphop
799,spotify:track:09lmraDvzBT3pUQ2rUtJzK,Drake,Scorpion,March 14,309.56,True,0.406,0.5579999999999999,0.415,0.0,0.36,-7.355,0.358,127.096,0.317,57,hiphop
800,spotify:track:05KOgYg8PGeJyyWBPi5ja8,Drake,More Life,Free Smoke,218.673,True,0.0681,0.736,0.491,0.0,0.5710000000000001,-6.892,0.439,141.97899999999996,0.203,63,hiphop
801,spotify:track:6CfrYuD3YRDYdYvH9jNtXY,Drake,More Life,No Long Talk,149.568,True,0.0671,0.913,0.608,0.0,0.5329999999999999,-6.839,0.234,97.063,0.578,60,hiphop
802,spotify:track:5mCPDVBb16L4XQwDdbRUpz,Drake,More Life,Passionfruit,298.94,True,0.256,0.809,0.463,0.085,0.109,-11.377,0.0396,111.98,0.364,79,hiphop
803,spotify:track:13e6f8t7RKXuxZ0JdaaJRG,Drake,More Life,Jorja Interlude,107.673,True,0.762,0.735,0.373,0.00202,0.28800000000000003,-10.478,0.104,123.081,0.237,60,hiphop
804,spotify:track:7y6c07pgjZvtHI9kuMVqk1,Drake,More Life,Get It Together,250.337,True,0.0945,0.7809999999999999,0.721,0.391,0.104,-9.133,0.0514,123.011,0.8490000000000001,68,hiphop
805,spotify:track:76gUmNLXGQVOsGhfcshkFP,Drake,More Life,Madiba Riddim,205.162,False,0.245,0.8390000000000001,0.521,0.00545,0.607,-10.45,0.166,105.992,0.33,62,hiphop
806,spotify:track:2XlHu0HcujBCkWMdIAvrqt,Drake,More Life,Blem,216.557,False,0.0533,0.726,0.535,1.3800000000000003e-05,0.0984,-7.8039999999999985,0.0476,98.067,0.375,64,hiphop
807,spotify:track:2fkeWbM6iqTw7oGHTYm2lw,Drake,More Life,4422,186.293,False,0.5579999999999999,0.61,0.229,0.0413,0.113,-12.36,0.0333,111.887,0.19,62,hiphop
808,spotify:track:6UjfByV1lDLW0SOVQA4NAi,Drake,More Life,Gyalchester,189.229,True,0.0317,0.877,0.391,0.000502,0.0945,-8.196,0.063,131.018,0.122,69,hiphop
809,spotify:track:2dfqS3MRtbLZSZA1IL8xY5,Drake,More Life,Skepta Interlude,143.213,True,0.0103,0.745,0.8220000000000001,4.2e-06,0.155,-6.354,0.252,86.73299999999998,0.415,58,hiphop
810,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,Drake,More Life,Portland,236.614,True,0.0172,0.925,0.443,0.0,0.276,-8.216000000000001,0.264,136.078,0.35,73,hiphop
811,spotify:track:0xl1w2q4VLojeXp4JfazPL,Drake,More Life,Sacrifices,307.593,True,0.0407,0.903,0.439,0.0,0.138,-11.813,0.397,139.112,0.532,62,hiphop
812,spotify:track:6MbH1QiphMCPTqVEVC7UYi,Drake,More Life,Nothings Into Somethings,153.724,False,0.332,0.7659999999999999,0.234,0.00156,0.358,-7.544,0.159,96.882,0.256,58,hiphop
813,spotify:track:6n3HGiq4v35D6eFOSwqYuo,Drake,More Life,Teenage Fever,219.692,True,0.111,0.7659999999999999,0.28300000000000003,0.0172,0.115,-10.33,0.0846,97.04,0.14400000000000002,73,hiphop
814,spotify:track:2jTujnt0y344ai1rNOywgr,Drake,More Life,KMT,162.637,True,0.0189,0.875,0.6,0.0143,0.132,-6.818,0.0435,119.987,0.0906,62,hiphop
815,spotify:track:2Na0z2gfN67Rzf0vp74Wi3,Drake,More Life,Lose You,305.373,True,0.6990000000000001,0.526,0.583,0.0,0.3720000000000001,-9.172,0.376,89.835,0.378,57,hiphop
816,spotify:track:5f5r2N4Lp9WoULWPH9zp2W,Drake,More Life,Can't Have Everything,228.437,True,0.0136,0.856,0.5720000000000001,1.55e-06,0.121,-8.429,0.373,82.445,0.454,59,hiphop
817,spotify:track:28irpKCCK9nn9DZSik2zEx,Drake,More Life,Glow,206.119,True,0.2,0.688,0.384,0.0,0.708,-8.824,0.375,162.097,0.4320000000000001,56,hiphop
818,spotify:track:5JUu0unA8VwhTZ9LkMWUVI,Drake,More Life,Since Way Back,368.035,False,0.348,0.468,0.266,9.55e-06,0.209,-11.121,0.13,153.292,0.222,57,hiphop
819,spotify:track:343YBumqHu19cGoGARUTsd,Drake,More Life,Fake Love,210.937,True,0.105,0.928,0.481,0.0,0.17600000000000002,-9.35,0.287,134.007,0.613,74,hiphop
820,spotify:track:7bJ4mu7MHa3rHiNyKjOoSl,Drake,More Life,Ice Melts,250.77,True,0.08,0.813,0.551,0.0,0.386,-7.605,0.353,124.957,0.598,60,hiphop
821,spotify:track:2KvHC9z14GSl4YpkNMX384,Drake,More Life,Do Not Disturb,283.55,True,0.246,0.618,0.693,0.0,0.112,-5.943,0.45,170.982,0.454,70,hiphop
822,spotify:track:0AAyo5bMIVgVxv9DF6XV2B,Drake,Views,Keep The Family Close,328.906,True,0.14800000000000002,0.395,0.5670000000000001,0.0,0.381,-7.687,0.0529,133.403,0.18600000000000005,43,hiphop
823,spotify:track:4uCAKqQQYJaIvyzq4sZkaO,Drake,Views,9,255.786,True,0.0008029999999999999,0.6890000000000001,0.7120000000000001,0.000601,0.237,-7.184,0.0451,100.004,0.0379,44,hiphop
824,spotify:track:4MSjMv3kpbLEeyGfIh52qH,Drake,Views,U With Me?,297.373,True,0.337,0.429,0.43,1.18e-05,0.138,-11.373,0.165,174.984,0.125,44,hiphop
825,spotify:track:12C1XYFQGZYXRYJNbsgDc7,Drake,Views,Feel No Ways,240.653,True,0.0319,0.588,0.674,7.55e-06,0.122,-7.082999999999998,0.171,193.893,0.198,47,hiphop
826,spotify:track:07GilNHSfS5oicUgHgU7VG,Drake,Views,Hype,209.413,True,0.0255,0.787,0.635,0.0,0.35600000000000004,-8.282,0.153,130.014,0.238,47,hiphop
827,spotify:track:0P7HlSwSY8mJCWIk4yunb0,Drake,Views,Weston Road Flows,253.533,True,0.0635,0.623,0.74,0.0,0.366,-6.945,0.307,82.874,0.35100000000000003,43,hiphop
828,spotify:track:6qGgrhiZ20Qrir3MNGUJq4,Drake,Views,Redemption,333.946,True,0.612,0.6940000000000001,0.314,2.04e-06,0.117,-7.82,0.117,119.906,0.338,46,hiphop
829,spotify:track:5PMNu7kMZ4msbxiKnDTOt0,Drake,Views,With You,195.053,True,0.136,0.878,0.406,0.000231,0.112,-9.961,0.249,128.015,0.785,46,hiphop
830,spotify:track:4dWVEAVhqNUjvsBHUo477f,Drake,Views,Faithful,290.133,True,0.112,0.537,0.449,1.51e-05,0.285,-10.494000000000002,0.102,100.007,0.16899999999999998,42,hiphop
831,spotify:track:4YJmZfvlheSziXem8HBWrj,Drake,Views,Still Here,189.853,True,0.0267,0.833,0.431,0.0,0.633,-9.604,0.194,133.938,0.224,59,hiphop
832,spotify:track:4CpKEkdGbOJV51cSvx7SoG,Drake,Views,Controlla,245.226,True,0.0781,0.611,0.468,0.0,0.101,-11.084,0.179,92.092,0.349,60,hiphop
833,spotify:track:12VWzyPDBCc8fqeWCAfNwR,Drake,Views,One Dance,173.986,False,0.007759999999999999,0.792,0.625,0.00188,0.329,-5.609,0.0536,103.967,0.37,66,hiphop
834,spotify:track:2JfeUjJvP1lJkCSne9g0de,Drake,Views,Grammys,220.426,True,0.0016300000000000002,0.6759999999999999,0.4320000000000001,3.93e-06,0.0799,-9.51,0.502,145.869,0.12,45,hiphop
835,spotify:track:0k9RIzZtAo4DTQu0ZM6lNZ,Drake,Views,Childs Play,241.4,True,0.017,0.745,0.473,1.12e-05,0.197,-11.243,0.0955,80.006,0.29600000000000004,51,hiphop
836,spotify:track:334S9SWZMjyRDN0wrHw7wk,Drake,Views,Pop Style,212.946,True,0.192,0.713,0.462,2.16e-06,0.105,-10.027,0.123,133.054,0.0595,50,hiphop
837,spotify:track:7fJtPlEZKxu6gvkfBFc5tW,Drake,Views,Too Good,263.373,True,0.0484,0.7929999999999999,0.653,4.91e-05,0.1,-7.838999999999999,0.103,117.993,0.393,58,hiphop
838,spotify:track:04CpzA2BdOLEz7EMp5uwTU,Drake,Views,Summers Over Interlude,106.333,True,0.405,0.698,0.255,0.00242,0.0985,-8.647,0.0303,132.036,0.243,39,hiphop
839,spotify:track:4bEGp4AapA0B3Q5PpnSq3K,Drake,Views,Fire & Desire,238.12,True,0.0671,0.722,0.252,0.0,0.0852,-14.411,0.0762,79.923,0.276,51,hiphop
840,spotify:track:6oeCLDX1ML2tPOPT1JuyaJ,Drake,Views,Views,311.96,True,0.0657,0.426,0.852,0.0,0.262,-5.896,0.318,78.855,0.11,41,hiphop
841,spotify:track:1OAYKfE0YdrN7C1yLWaLJo,Drake,Views,Hotline Bling,267.066,False,0.0026100000000000003,0.8909999999999999,0.625,0.000176,0.0504,-7.8610000000000015,0.0558,134.967,0.5479999999999999,51,hiphop
842,spotify:track:0v0QJqLvo3tnqwYLdLqdza,Drake,What A Time To Be Alive,Digital Dash,231.231,False,0.00378,0.8809999999999999,0.5660000000000001,6.83e-06,0.204,-7.562,0.136,140.04,0.232,32,hiphop
843,spotify:track:3dnM2j3WBCn2biJgiuxhnB,Drake,What A Time To Be Alive,Big Rings,217.706,False,0.00295,0.807,0.6659999999999999,0.0,0.227,-6.188,0.263,131.994,0.274,41,hiphop
844,spotify:track:5XdFLE07JRgMk5LLSjjmAT,Drake,What A Time To Be Alive,Live From The Gutter,211.642,False,0.0429,0.828,0.482,7.8e-06,0.0807,-8.469,0.431,165.946,0.281,27,hiphop
845,spotify:track:4HP4mKLUCZcoHlZAWvdhRN,Drake,What A Time To Be Alive,Diamonds Dancing,314.631,False,0.12,0.504,0.35600000000000004,6.03e-05,0.107,-10.84,0.0445,136.028,0.16899999999999998,29,hiphop
846,spotify:track:6DGV9o1qFcx18O6uRIeCBM,Drake,What A Time To Be Alive,Scholarships,209.287,False,0.0828,0.556,0.406,4.29e-06,0.1,-9.409,0.381,109.035,0.256,29,hiphop
847,spotify:track:3MTZYvIcZXwmc8tFrAr9bA,Drake,What A Time To Be Alive,Plastic Bag,202.084,False,0.0079,0.8440000000000001,0.47,2.82e-06,0.141,-6.047999999999999,0.3,170.91,0.395,26,hiphop
848,spotify:track:67KJIWrUpIG3ONOpZpvVbR,Drake,What A Time To Be Alive,I'm The Plug,180.0,False,0.000285,0.8290000000000001,0.5539999999999999,0.00225,0.12,-9.223,0.305,160.026,0.203,29,hiphop
849,spotify:track:1CEPBDQk2rU9bIBwcsXkOM,Drake,What A Time To Be Alive,Change Locations,220.862,False,0.0201,0.813,0.328,4.96e-06,0.119,-10.069,0.391,137.999,0.191,24,hiphop
850,spotify:track:6ApJN7sbsgAKwO29JbSLiK,Drake,What A Time To Be Alive,Jumpman,205.879,False,0.0529,0.8590000000000001,0.56,0.0,0.114,-7.249,0.201,142.04,0.625,48,hiphop
851,spotify:track:6Dw7JdhiiMjx2gWrwfeFYL,Drake,What A Time To Be Alive,Jersey,188.702,False,0.528,0.7659999999999999,0.531,0.000665,0.11,-10.899,0.272,146.089,0.29,27,hiphop
852,spotify:track:1svrFSGhPdKaFFinZSoltt,Drake,What A Time To Be Alive,30 for 30 Freestyle,253.934,False,0.6859999999999999,0.622,0.599,0.0,0.145,-9.207,0.458,92.833,0.275,24,hiphop
853,spotify:track:1ID1QFSNNxi0hiZCNcwjUC,Drake,If You're Reading This It's Too Late,Legend,241.853,True,0.0269,0.7120000000000001,0.563,0.0,0.0776,-7.572999999999999,0.071,100.093,0.299,68,hiphop
854,spotify:track:79XrkTOfV1AqySNjVlygpW,Drake,If You're Reading This It's Too Late,Energy,181.933,True,0.38,0.748,0.5710000000000001,0.0,0.534,-7.916,0.478,172.105,0.5529999999999999,70,hiphop
855,spotify:track:12d5QFwzh60IIHlsSnAvps,Drake,If You're Reading This It's Too Late,10 Bands,177.733,True,0.262,0.825,0.757,1.72e-06,0.0762,-3.687,0.384,172.938,0.89,64,hiphop
856,spotify:track:5InOp6q2vvx0fShv3bzFLZ,Drake,If You're Reading This It's Too Late,Know Yourself,275.84,True,0.196,0.733,0.412,0.0,0.342,-8.687000000000001,0.225,114.413,0.179,68,hiphop
857,spotify:track:2durxb17bXcmQJHSt8JAdO,Drake,If You're Reading This It's Too Late,No Tellin',310.933,True,0.5429999999999999,0.823,0.467,0.0,0.135,-10.394,0.301,95.024,0.618,61,hiphop
858,spotify:track:4v7SAP4KD96BFLWiCd1vF0,Drake,If You're Reading This It's Too Late,Madonna,177.84,True,0.0149,0.905,0.506,3.5600000000000005e-05,0.371,-8.597999999999999,0.0588,110.017,0.122,57,hiphop
859,spotify:track:3a8tAZFJxlmBwOtrf5L1oC,Drake,If You're Reading This It's Too Late,6 God,180.666,True,0.0248,0.8590000000000001,0.623,0.0,0.125,-8.596,0.106,105.45,0.482,62,hiphop
860,spotify:track:2mmUoyPxzbxehpfm1TpTRK,Drake,If You're Reading This It's Too Late,Star67,294.973,True,0.747,0.521,0.392,8.81e-06,0.198,-7.88,0.17,91.938,0.166,60,hiphop
861,spotify:track:1OHoBC4icbuNhpSxP400sv,Drake,If You're Reading This It's Too Late,Preach,236.973,True,0.165,0.605,0.511,8.950000000000001e-05,0.104,-8.094,0.475,65.256,0.379,60,hiphop
862,spotify:track:6oLHyWvmk6bKrA91EIYZBp,Drake,If You're Reading This It's Too Late,Wednesday Night Interlude,212.28,True,0.7290000000000001,0.321,0.466,7.63e-06,0.215,-8.163,0.0512,135.089,0.194,57,hiphop
863,spotify:track:63p3Slj0shAFP0Q7dQetj5,Drake,If You're Reading This It's Too Late,Used To,268.48,True,0.0703,0.926,0.4270000000000001,0.00033,0.0818,-7.584,0.107,96.023,0.305,58,hiphop
864,spotify:track:4kdfjhj9xNkYU0R8xlDy8k,Drake,If You're Reading This It's Too Late,6 Man,167.653,True,0.217,0.812,0.535,0.0,0.114,-9.306,0.449,78.97399999999998,0.321,59,hiphop
865,spotify:track:4zLOwx1yRJXWkHKt1XzF1p,Drake,If You're Reading This It's Too Late,Now & Forever,281.32,True,0.124,0.555,0.481,0.0,0.101,-7.419,0.0322,107.806,0.0981,58,hiphop
866,spotify:track:6ImxYXeLDQPIv4qo7bMhSk,Drake,If You're Reading This It's Too Late,Company,252.64,True,0.0403,0.6509999999999999,0.55,0.0,0.165,-8.216000000000001,0.0496,107.571,0.119,60,hiphop
867,spotify:track:2YaDRtIlQiZ5WDDB2YuEOC,Drake,If You're Reading This It's Too Late,You & The 6,264.906,True,0.166,0.574,0.476,0.0,0.129,-7.444,0.282,154.531,0.223,56,hiphop
868,spotify:track:7JXZq0JgG2zTrSOAgY8VMC,Drake,If You're Reading This It's Too Late,Jungle,320.4,True,0.618,0.69,0.235,0.000144,0.107,-8.651,0.0541,99.906,0.378,70,hiphop
869,spotify:track:5mZJwWdxAOR4xUvSGZvvMU,Drake,If You're Reading This It's Too Late,6PM In New York,283.306,True,0.107,0.5539999999999999,0.8490000000000001,0.0,0.155,-4.154,0.25,128.428,0.386,54,hiphop
870,spotify:track:69gz9onZQNVw55cMQsaYii,Drake,Nothing Was The Same (Deluxe),Tuscan Leather,366.4,False,0.114,0.4320000000000001,0.6809999999999999,0.0,0.236,-5.4,0.4370000000000001,77.793,0.29600000000000004,50,hiphop
871,spotify:track:6s64FyS9n0XYbGMLH3LOWU,Drake,Nothing Was The Same (Deluxe),Furthest Thing,267.373,True,0.149,0.485,0.78,0.0,0.0568,-5.261,0.142,136.972,0.267,53,hiphop
872,spotify:track:3dgQqOiQ9fCKVhNOedd2lf,Drake,Nothing Was The Same (Deluxe),Started From the Bottom,174.12,True,0.0331,0.794,0.523,0.0,0.156,-7.829,0.161,86.307,0.56,66,hiphop
873,spotify:track:1HnhCD1u0c4dHSMazmWGyM,Drake,Nothing Was The Same (Deluxe),Wu-Tang Forever,217.6,True,0.0414,0.855,0.433,0.0,0.1,-8.447000000000001,0.15,99.975,0.394,52,hiphop
874,spotify:track:3EJ9ZuqkL1kwgouugqsLu8,Drake,Nothing Was The Same (Deluxe),Own It,252.053,True,0.0437,0.652,0.345,3.59e-05,0.297,-11.319,0.119,103.281,0.304,53,hiphop
875,spotify:track:3X37NtwadSS0RM20dh2IgP,Drake,Nothing Was The Same (Deluxe),Worst Behavior,270.2,True,0.156,0.777,0.778,1.08e-06,0.196,-6.349,0.136,109.925,0.4370000000000001,55,hiphop
876,spotify:track:2WC4sK0ryyysQhtDok9Ytr,Drake,Nothing Was The Same (Deluxe),From Time,322.16,True,0.629,0.737,0.494,0.0,0.126,-9.723,0.416,94.485,0.44,66,hiphop
877,spotify:track:6jdOi5U5LBzQrc4c1VT983,Drake,Nothing Was The Same (Deluxe),"Hold On, We're Going Home",227.88,False,0.00411,0.773,0.414,3.37e-05,0.0733,-7.436,0.0961,99.993,0.289,71,hiphop
878,spotify:track:1Sj81sMg37Hd4omn7Ow2qR,Drake,Nothing Was The Same (Deluxe),Connect,296.4,True,0.411,0.685,0.489,0.0,0.132,-9.472,0.152,75.018,0.461,49,hiphop
879,spotify:track:5dHpbFmZjWucrol0M7aNGU,Drake,Nothing Was The Same (Deluxe),The Language,224.04,True,0.0118,0.823,0.662,0.0,0.0805,-8.426,0.318,120.117,0.5329999999999999,52,hiphop
880,spotify:track:5wTRsfZKeaQnQn8JeW8QYQ,Drake,Nothing Was The Same (Deluxe),305 To My City,255.826,True,0.0515,0.519,0.487,0.0,0.15,-8.802999999999997,0.242,112.281,0.126,46,hiphop
881,spotify:track:5LnXWeA9tuWKI2C1H74iiJ,Drake,Nothing Was The Same (Deluxe),Too Much,261.866,True,0.171,0.6679999999999999,0.565,0.0,0.124,-5.879,0.505,140.489,0.142,56,hiphop
882,spotify:track:4RI9eX7jNcdaQOJifn7t6z,Drake,Nothing Was The Same (Deluxe),Pound Cake / Paris Morton Music 2,433.8,True,0.138,0.521,0.762,1.11e-05,0.114,-6.746,0.529,164.08900000000003,0.266,61,hiphop
883,spotify:track:5Ggfa9cpkpfp5D6Rg0Yyw1,Drake,Nothing Was The Same (Deluxe),Come Thru,236.36,True,0.163,0.472,0.468,0.0,0.586,-5.815,0.184,81.94,0.404,54,hiphop
884,spotify:track:5ngydCLbzCEdtu8SEOXhPU,Drake,Nothing Was The Same (Deluxe),All Me,271.573,True,0.0703,0.6679999999999999,0.515,0.0,0.223,-6.977,0.402,122.014,0.425,61,hiphop
885,spotify:track:3t8pnImpBpOwxdtYBpKvA9,Drake,Nothing Was The Same (Deluxe),The Motion,241.0,True,0.29,0.6759999999999999,0.7170000000000001,0.000368,0.0974,-8.219,0.0869,157.628,0.5579999999999999,51,hiphop
886,spotify:track:1WnqWQcWcuQbVzgE7ecfCY,Kanye,JESUS IS KING,Every Hour,112.239,False,0.466,0.588,0.7929999999999999,0.000647,0.913,-6.23,0.0794,76.997,0.6940000000000001,66,hiphop
887,spotify:track:39JRmdKFka1Oe09FoOCPI4,Kanye,JESUS IS KING,Selah,164.619,False,0.647,0.482,0.618,0.000859,0.32,-5.672999999999999,0.197,90.076,0.146,70,hiphop
888,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,Kanye,JESUS IS KING,Follow God,104.591,False,0.000248,0.529,0.9,1.21e-05,0.0426,-3.503,0.418,180.291,0.434,80,hiphop
889,spotify:track:3JWiDGQX2eTlFvKj3Yssj3,Kanye,JESUS IS KING,Closed On Sunday,151.873,False,0.873,0.799,0.29100000000000004,0.000641,0.139,-7.353,0.0318,97.984,0.406,72,hiphop
890,spotify:track:2SasoXZyv82yYgHiVOvxQn,Kanye,JESUS IS KING,On God,136.35,False,0.0671,0.41,0.8859999999999999,0.0,0.461,-4.413,0.155,72.577,0.393,70,hiphop
891,spotify:track:24bnCCysWnbNRNUT4LpHcP,Kanye,JESUS IS KING,Everything We Need,116.559,False,0.312,0.894,0.416,0.0,0.146,-6.823,0.0538,116.96,0.463,70,hiphop
892,spotify:track:454Epa1vrCGFddHXKyC1kb,Kanye,JESUS IS KING,Water,168.419,False,0.57,0.505,0.281,0.000254,0.163,-12.404000000000002,0.1,82.338,0.28300000000000003,66,hiphop
893,spotify:track:6xRWoYwfwIKnT8bQGzKbxR,Kanye,JESUS IS KING,God Is,203.141,False,0.17,0.649,0.634,0.0,0.195,-4.394,0.0254,105.051,0.221,68,hiphop
894,spotify:track:7r6aR2f57resC5r93LwMfK,Kanye,JESUS IS KING,Hands On,203.174,False,0.5579999999999999,0.514,0.393,0.0,0.282,-8.72,0.529,78.039,0.598,66,hiphop
895,spotify:track:0oPOuDmmkVp3h6puekhs6P,Kanye,JESUS IS KING,Use This Gospel,213.877,False,0.614,0.611,0.459,0.0,0.126,-3.926,0.0422,148.28,0.177,70,hiphop
896,spotify:track:7sBgFMWqDWQgrsNSpIBoe8,Kanye,JESUS IS KING,Jesus Is Lord,49.292,False,0.828,0.243,0.26,4.03e-05,0.532,-5.876,0.0305,76.61,0.327,64,hiphop
897,spotify:track:3aUFrxO1B8EW63QchEl3wX,Kanye,KIDS SEE GHOSTS,Feel The Love,165.053,True,0.126,0.58,0.469,7.32e-05,0.099,-5.9460000000000015,0.104,110.573,0.369,67,hiphop
898,spotify:track:7oHkit3F3vimtsBbnZkU0G,Kanye,KIDS SEE GHOSTS,Fire,140.526,True,0.472,0.7090000000000001,0.7509999999999999,4.71e-06,0.182,-3.801,0.16,104.999,0.37,61,hiphop
899,spotify:track:6JyEh4kl9DLwmSAoNDRn5b,Kanye,KIDS SEE GHOSTS,4th Dimension,153.351,True,0.278,0.765,0.542,1.87e-05,0.609,-6.755,0.39,171.945,0.7340000000000001,68,hiphop
900,spotify:track:7GRTrWsP3yo2Fx8umJfA1X,Kanye,KIDS SEE GHOSTS,Freeee,206.605,True,0.00457,0.334,0.81,0.0,0.158,-4.855,0.0632,151.643,0.306,59,hiphop
901,spotify:track:4RVbK6cV0VqWdpCDcx3hiT,Kanye,KIDS SEE GHOSTS,Reborn,324.674,True,0.339,0.585,0.597,0.0404,0.195,-7.499,0.037000000000000005,100.051,0.227,72,hiphop
902,spotify:track:2I3dW2dCBZAJGj5X21E53k,Kanye,KIDS SEE GHOSTS,Kids See Ghosts,245.098,True,0.113,0.841,0.682,9.65e-05,0.131,-7.0070000000000014,0.0458,94.985,0.338,61,hiphop
903,spotify:track:4kUZvXB3LC3an3HX6h0s17,Kanye,KIDS SEE GHOSTS,Cudi Montage,197.0,True,0.401,0.7290000000000001,0.504,1.44e-06,0.121,-6.784,0.0321,110.011,0.305,63,hiphop
904,spotify:track:0yhxBvedRdGxsPZHJNI4VA,Kanye,ye,I Thought About Killing You,274.186,True,0.867,0.752,0.396,0.0,0.0486,-7.932,0.411,116.016,0.417,60,hiphop
905,spotify:track:1qsHYUd2c1wFGcn7e63QmG,Kanye,ye,Yikes,188.773,True,0.15,0.6829999999999999,0.7759999999999999,0.0,0.227,-3.2510000000000003,0.341,173.99599999999995,0.223,67,hiphop
906,spotify:track:3U21A07gAloCc4P7J8rxcn,Kanye,ye,All Mine,145.506,True,0.123,0.925,0.31,0.0,0.0931,-6.5310000000000015,0.29100000000000004,121.927,0.29100000000000004,72,hiphop
907,spotify:track:1nGoy0cEj0extAwXYNYTWd,Kanye,ye,Wouldn't Leave,205.546,True,0.495,0.556,0.4320000000000001,0.0,0.308,-8.551,0.545,164.235,0.35200000000000004,62,hiphop
908,spotify:track:35KV2Nuib6jPMVN00O8iba,Kanye,ye,No Mistakes,123.04,True,0.0393,0.643,0.6459999999999999,0.0,0.109,-2.442,0.0629,80.17399999999998,0.35,59,hiphop
909,spotify:track:7vgTNTaEz3CsBZ1N4YQalM,Kanye,ye,Ghost Town,271.386,True,0.0969,0.573,0.545,0.0,0.329,-4.247,0.0288,83.37799999999999,0.297,69,hiphop
910,spotify:track:3s7MCdXyWmwjdcWh7GWXas,Kanye,ye,Violent Crimes,215.32,True,0.376,0.669,0.419,0.0,0.187,-6.724,0.522,109.813,0.0397,68,hiphop
911,spotify:track:1eQBEelI2NCy7AUTerX0KS,Kanye,The Life Of Pablo,Ultralight Beam,320.68,True,0.62,0.5920000000000001,0.403,0.0,0.54,-8.767999999999999,0.414,105.169,0.391,70,hiphop
912,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Kanye,The Life Of Pablo,Father Stretch My Hands Pt. 1,135.92,True,0.118,0.7240000000000001,0.573,0.0,0.5379999999999999,-4.113,0.0549,113.088,0.438,73,hiphop
913,spotify:track:1Wsbr1d2BouNGk2q92mIj7,Kanye,The Life Of Pablo,Pt. 2,130.293,True,0.552,0.674,0.752,0.0,0.787,-4.073,0.333,145.076,0.236,65,hiphop
914,spotify:track:19a3JfW8BQwqHWUMbcqSx8,Kanye,The Life Of Pablo,Famous,196.04,True,0.0711,0.465,0.735,0.0,0.0975,-3.715,0.117,173.935,0.409,71,hiphop
915,spotify:track:49fT6owWuknekShh9utsjv,Kanye,The Life Of Pablo,Feedback,147.24,True,0.563,0.8109999999999999,0.5660000000000001,0.0,0.104,-6.033,0.517,100.224,0.16899999999999998,60,hiphop
916,spotify:track:36o4taPyOdnOMf01ERmn9a,Kanye,The Life Of Pablo,Low Lights,131.773,True,0.706,0.603,0.593,0.0,0.121,-4.685,0.109,101.956,0.523,57,hiphop
917,spotify:track:4qYLPta5HZ36idWiXtqh7B,Kanye,The Life Of Pablo,Highlights,199.866,True,0.00572,0.547,0.626,0.0,0.313,-6.244,0.208,101.971,0.34600000000000003,60,hiphop
918,spotify:track:6wfzokDylbrJzrJcpnBkcy,Kanye,The Life Of Pablo,Freestyle 4,123.386,True,0.0449,0.564,0.537,0.0,0.0907,-8.381,0.095,126.036,0.459,58,hiphop
